,cwe_id
6048,CWE-79
6049,CWE-79
6050,NVD-CWE-Other
6051,NVD-CWE-Other
6052,CWE-416
6053,NVD-CWE-Other
6054,NVD-CWE-noinfo
6055,CWE-1021
6056,NVD-CWE-Other
6057,NVD-CWE-Other
6058,NVD-CWE-Other
6059,CWE-1321
6060,CWE-697
6061,NVD-CWE-Other
6062,CWE-79
6063,CWE-252
6064,CWE-79
6065,CWE-269
6066,CWE-1321
6067,CWE-120
6068,CWE-89
6069,CWE-252
6070,CWE-77
6071,CWE-565
6072,CWE-352
6073,NVD-CWE-noinfo
6074,NVD-CWE-noinfo
6075,NVD-CWE-Other
6076,CWE-476
6077,CWE-119
6078,CWE-125
6079,CWE-667
6080,CWE-416
6081,CWE-824
6082,CWE-476
6083,CWE-120
6084,CWE-476
6085,CWE-203
6086,CWE-400
6087,CWE-287
6088,CWE-697
6089,CWE-601
6090,CWE-74
6091,CWE-79
6092,CWE-79
6093,CWE-611
6094,CWE-285
6095,CWE-416
6096,CWE-125
6097,CWE-787
6098,CWE-1333
6099,CWE-610
6100,CWE-434
6101,CWE-287
6102,CWE-601
6103,CWE-639
6104,NVD-CWE-noinfo
6105,CWE-203
6106,CWE-352
6107,NVD-CWE-noinfo
6108,CWE-787
6109,CWE-345
6110,CWE-754
6111,CWE-330
6112,CWE-79
6113,NVD-CWE-Other
6114,CWE-79
6115,CWE-79
6116,CWE-552
6117,CWE-122
6118,CWE-352
6119,CWE-307
6120,CWE-22
6121,CWE-122
6122,CWE-79
6123,CWE-125
6124,CWE-119
6125,CWE-119
6126,CWE-352
6127,CWE-352
6128,CWE-122
6129,CWE-79
6130,CWE-401
6131,CWE-434
6132,CWE-22
6133,CWE-755
6134,CWE-502
6135,CWE-352
6136,CWE-79
6137,CWE-434
6138,CWE-755
6139,CWE-94
6140,CWE-22
6141,CWE-94
6142,CWE-287
6143,CWE-89
6144,CWE-269
6145,CWE-269
6146,CWE-79
6147,CWE-276
6148,CWE-401
6149,CWE-287
6150,CWE-89
6151,CWE-1321
6152,CWE-22
6153,CWE-91
6154,CWE-327
6155,CWE-328
6156,CWE-916
6157,CWE-20
6158,CWE-755
6159,CWE-601
6160,CWE-20
6161,CWE-835
6162,CWE-918
6163,CWE-754
6164,CWE-352
6165,CWE-79
6166,CWE-79
6167,CWE-502
6168,CWE-352
6169,CWE-362
6170,CWE-416
6171,CWE-125
6172,CWE-590
6173,CWE-787
6174,CWE-843
6175,NVD-CWE-noinfo
6176,CWE-22
6177,CWE-122
6178,CWE-457
6179,CWE-79
6180,CWE-89
6181,CWE-352
6182,CWE-352
6183,CWE-78
6184,CWE-79
6185,CWE-352
6186,CWE-79
6187,CWE-79
6188,CWE-352
6189,CWE-79
6190,CWE-416
6191,CWE-352
6192,CWE-639
6193,NVD-CWE-Other
6194,CWE-122
6195,CWE-122
6196,CWE-416
6197,CWE-416
6198,CWE-352
6199,CWE-79
6200,NVD-CWE-noinfo
6201,CWE-359
6202,CWE-79
6203,CWE-122
6204,CWE-79
6205,CWE-601
6206,CWE-338
6207,CWE-639
6208,CWE-352
6209,CWE-79
6210,NVD-CWE-noinfo
6211,NVD-CWE-noinfo
6212,CWE-674
6213,CWE-601
6214,CWE-352
6215,CWE-415
6216,CWE-352
6217,CWE-22
6218,CWE-352
6219,CWE-79
6220,CWE-122
6221,CWE-863
6222,CWE-94
6223,CWE-434
6224,CWE-863
6225,CWE-352
6226,NVD-CWE-noinfo
6227,CWE-190
6228,CWE-94
6229,NVD-CWE-noinfo
6230,CWE-476
6231,CWE-125
6232,CWE-352
6233,CWE-79
6234,CWE-434
6235,NVD-CWE-noinfo
6236,CWE-697
6237,CWE-476
6238,CWE-476
6239,CWE-476
6240,CWE-416
6241,NVD-CWE-noinfo
6242,CWE-120
6243,CWE-415
6244,CWE-415
6245,CWE-415
6246,CWE-415
6247,CWE-415
6248,CWE-415
6249,CWE-476
6250,CWE-476
6251,CWE-835
6252,NVD-CWE-noinfo
6253,CWE-565
6254,CWE-416
6255,CWE-193
6256,CWE-79
6257,CWE-918
6258,NVD-CWE-noinfo
6259,CWE-434
6260,CWE-79
6261,CWE-125
6262,CWE-120
6263,CWE-352
6264,CWE-835
6265,CWE-79
6266,NVD-CWE-noinfo
6267,CWE-862
6268,CWE-352
6269,CWE-93
6270,CWE-787
6271,CWE-79
6272,CWE-79
6273,CWE-22
6274,CWE-59
6275,CWE-79
6276,CWE-863
6277,CWE-352
6278,CWE-79
6279,CWE-22
6280,CWE-346
6281,CWE-312
6282,CWE-200
6283,CWE-863
6284,NVD-CWE-Other
6285,CWE-327
6286,CWE-915
6287,CWE-611
6288,CWE-476
6289,CWE-345
6290,CWE-20
6291,CWE-502
6292,CWE-639
6293,CWE-352
6294,CWE-20
6295,CWE-644
6296,CWE-77
6297,CWE-400
6298,CWE-639
6299,NVD-CWE-Other
6300,CWE-200
6301,CWE-22
6302,CWE-23
6303,CWE-74
6304,CWE-287
6305,CWE-290
6306,CWE-22
6307,CWE-79
6308,CWE-20
6309,CWE-79
6310,CWE-754
6311,CWE-444
6312,NVD-CWE-Other
6313,CWE-20
6314,CWE-79
6315,CWE-200
6316,CWE-667
6317,CWE-79
6318,CWE-641
6319,CWE-77
6320,CWE-88
6321,CWE-89
6322,CWE-89
6323,CWE-22
6324,CWE-22
6325,CWE-22
6326,CWE-22
6327,CWE-89
6328,CWE-89
6329,CWE-306
6330,CWE-79
6331,CWE-79
6332,CWE-79
6333,CWE-276
6334,CWE-770
6335,CWE-327
6336,CWE-79
6337,CWE-20
6338,CWE-277
6339,CWE-74
6340,CWE-307
6341,CWE-79
6342,CWE-352
6343,CWE-502
6344,CWE-79
6345,CWE-22
6346,CWE-79
6347,CWE-863
6348,NVD-CWE-Other
6349,CWE-843
6350,CWE-116
6351,CWE-1188
6352,CWE-134
6353,CWE-190
6354,CWE-191
6355,CWE-190
6356,CWE-190
6357,CWE-190
6358,CWE-617
6359,CWE-824
6360,CWE-681
6361,CWE-345
6362,CWE-824
6363,CWE-125
6364,CWE-354
6365,CWE-369
6366,CWE-476
6367,CWE-369
6368,CWE-79
6369,CWE-125
6370,CWE-125
6371,CWE-125
6372,CWE-667
6373,CWE-824
6374,CWE-476
6375,CWE-787
6376,CWE-476
6377,CWE-369
6378,CWE-125
6379,CWE-416
6380,CWE-787
6381,NVD-CWE-noinfo
6382,CWE-125
6383,CWE-125
6384,CWE-908
6385,CWE-125
6386,CWE-125
6387,CWE-94
6388,CWE-352
6389,CWE-74
6390,CWE-79
6391,CWE-22
6392,CWE-78
6393,CWE-352
6394,CWE-384
6395,CWE-613
6396,CWE-79
6397,CWE-79
6398,CWE-20
6399,CWE-122
6400,CWE-457
6401,CWE-829
6402,CWE-352
6403,CWE-79
6404,CWE-89
6405,CWE-327
6406,CWE-665
6407,CWE-287
6408,CWE-444
6409,CWE-384
6410,CWE-94
6411,CWE-1236
6412,CWE-681
6413,CWE-352
6414,CWE-352
6415,CWE-352
6416,CWE-74
6417,CWE-20
6418,CWE-327
6419,CWE-22
6420,CWE-78
6421,CWE-352
6422,CWE-352
6423,CWE-287
6424,CWE-79
6425,NVD-CWE-noinfo
6426,CWE-122
6427,CWE-79
6428,CWE-79
6429,CWE-125
6430,CWE-434
6431,NVD-CWE-Other
6432,CWE-352
6433,CWE-352
6434,CWE-125
6435,CWE-352
6436,CWE-401
6437,CWE-415
6438,CWE-476
6439,CWE-79
6440,CWE-401
6441,CWE-79
6442,NVD-CWE-noinfo
6443,CWE-494
6444,CWE-79
6445,CWE-416
6446,CWE-94
6447,CWE-79
6448,CWE-79
6449,CWE-79
6450,CWE-209
6451,CWE-79
6452,CWE-770
6453,CWE-190
6454,CWE-416
6455,CWE-476
6456,NVD-CWE-noinfo
6457,CWE-416
6458,CWE-125
6459,CWE-863
6460,NVD-CWE-noinfo
6461,CWE-79
6462,NVD-CWE-noinfo
6463,CWE-89
6464,CWE-79
6465,CWE-89
6466,NVD-CWE-Other
6467,CWE-79
6468,CWE-77
6469,CWE-400
6470,CWE-120
6471,CWE-611
6472,CWE-89
6473,CWE-1321
6474,CWE-1236
6475,CWE-20
6476,CWE-77
6477,CWE-200
6478,CWE-79
6479,CWE-22
6480,CWE-22
6481,CWE-79
6482,CWE-20
6483,CWE-20
6484,CWE-20
6485,CWE-1236
6486,CWE-79
6487,CWE-347
6488,CWE-787
6489,CWE-89
6490,CWE-345
6491,CWE-79
6492,CWE-601
6493,CWE-22
6494,CWE-78
6495,CWE-918
6496,CWE-863
6497,CWE-74
6498,CWE-22
6499,CWE-190
6500,CWE-79
6501,CWE-287
6502,CWE-1321
6503,CWE-79
6504,CWE-22
6505,CWE-416
6506,CWE-613
6507,NVD-CWE-Other
6508,CWE-22
6509,CWE-444
6510,CWE-22
6511,CWE-338
6512,CWE-22
6513,NVD-CWE-noinfo
6514,CWE-125
6515,CWE-1333
6516,CWE-89
6517,CWE-290
6518,CWE-327
6519,CWE-88
6520,CWE-79
6521,CWE-601
6522,CWE-22
6523,CWE-787
6524,CWE-22
6525,CWE-281
6526,CWE-74
6527,CWE-79
6528,CWE-552
6529,CWE-89
6530,CWE-476
6531,CWE-416
6532,CWE-416
6533,CWE-755
6534,CWE-434
6535,CWE-22
6536,CWE-269
6537,CWE-22
6538,CWE-94
6539,NVD-CWE-Other
6540,CWE-670
6541,CWE-22
6542,CWE-79
6543,NVD-CWE-Other
6544,CWE-125
6545,CWE-352
6546,CWE-617
6547,CWE-89
6548,CWE-1321
6549,CWE-502
6550,CWE-400
6551,CWE-79
6552,CWE-79
6553,NVD-CWE-noinfo
6554,CWE-863
6555,CWE-276
6556,CWE-20
6557,CWE-79
6558,CWE-79
6559,CWE-697
6560,CWE-476
6561,CWE-787
6562,NVD-CWE-Other
6563,CWE-295
6564,CWE-203
6565,CWE-732
6566,CWE-362
6567,CWE-601
6568,CWE-94
6569,CWE-79
6570,NVD-CWE-noinfo
6571,CWE-22
6572,CWE-434
6573,CWE-22
6574,CWE-22
6575,CWE-276
6576,CWE-347
6577,CWE-79
6578,CWE-79
6579,CWE-787
6580,CWE-22
6581,CWE-200
6582,NVD-CWE-noinfo
6583,CWE-287
6584,CWE-20
6585,NVD-CWE-Other
6586,CWE-401
6587,CWE-287
6588,CWE-787
6589,CWE-787
6590,CWE-787
6591,CWE-787
6592,CWE-787
6593,CWE-787
6594,CWE-787
6595,CWE-787
6596,CWE-787
6597,CWE-787
6598,CWE-787
6599,CWE-787
6600,CWE-787
6601,CWE-120
6602,CWE-639
6603,NVD-CWE-noinfo
6604,CWE-79
6605,CWE-352
6606,CWE-190
6607,CWE-352
6608,NVD-CWE-noinfo
6609,CWE-119
6610,NVD-CWE-noinfo
6611,CWE-843
6612,CWE-78
6613,CWE-400
6614,CWE-787
6615,CWE-209
6616,CWE-122
6617,CWE-209
6618,NVD-CWE-noinfo
6619,CWE-918
6620,CWE-918
6621,CWE-79
6622,CWE-352
6623,CWE-200
6624,CWE-601
6625,CWE-125
6626,CWE-918
6627,CWE-284
6628,CWE-416
6629,CWE-269
6630,CWE-79
6631,CWE-89
6632,CWE-359
6633,CWE-416
6634,CWE-79
6635,CWE-122
6636,CWE-79
6637,CWE-284
6638,CWE-125
6639,CWE-20
6640,CWE-284
6641,CWE-276
6642,CWE-352
6643,CWE-352
6644,CWE-862
6645,CWE-787
6646,CWE-122
6647,CWE-611
6648,CWE-89
6649,CWE-352
6650,CWE-352
6651,CWE-601
6652,CWE-352
6653,CWE-476
6654,CWE-79
6655,CWE-352
6656,CWE-79
6657,CWE-79
6658,CWE-122
6659,CWE-787
6660,CWE-434
6661,CWE-611
6662,CWE-639
6663,CWE-79
6664,CWE-352
6665,CWE-611
6666,CWE-284
6667,CWE-79
6668,CWE-269
6669,CWE-79
6670,CWE-200
6671,CWE-94
6672,CWE-79
6673,CWE-668
6674,CWE-122
6675,CWE-125
6676,CWE-1336
6677,CWE-476
6678,CWE-269
6679,CWE-918
6680,CWE-79
6681,CWE-79
6682,CWE-79
6683,CWE-119
6684,CWE-786
6685,CWE-79
6686,CWE-200
6687,CWE-122
6688,CWE-122
6689,CWE-89
6690,CWE-125
6691,CWE-79
6692,CWE-79
6693,CWE-79
6694,CWE-79
6695,CWE-610
6696,CWE-79
6697,CWE-79
6698,CWE-909
6699,CWE-79
6700,CWE-122
6701,CWE-125
6702,CWE-79
6703,CWE-79
6704,CWE-22
6705,CWE-284
6706,CWE-863
6707,CWE-122
6708,CWE-121
6709,CWE-434
6710,CWE-416
6711,CWE-840
6712,CWE-122
6713,CWE-476
6714,NVD-CWE-noinfo
6715,CWE-1321
6716,CWE-22
6717,CWE-79
6718,CWE-416
6719,CWE-863
6720,CWE-434
6721,CWE-79
6722,CWE-400
6723,CWE-476
6724,CWE-359
6725,CWE-79
6726,CWE-79
6727,CWE-209
6728,CWE-352
6729,CWE-79
6730,CWE-918
6731,CWE-79
6732,CWE-79
6733,CWE-639
6734,NVD-CWE-noinfo
6735,CWE-352
6736,CWE-122
6737,CWE-787
6738,CWE-119
6739,CWE-805
6740,CWE-416
6741,CWE-119
6742,CWE-788
6743,CWE-119
6744,CWE-786
6745,CWE-119
6746,CWE-825
6747,CWE-840
6748,CWE-125
6749,CWE-79
6750,CWE-79
6751,CWE-863
6752,CWE-125
6753,CWE-200
6754,CWE-79
6755,CWE-79
6756,CWE-444
6757,CWE-823
6758,CWE-78
6759,CWE-79
6760,CWE-416
6761,CWE-601
6762,CWE-200
6763,CWE-200
6764,CWE-122
6765,CWE-79
6766,CWE-787
6767,CWE-863
6768,CWE-79
6769,CWE-79
6770,CWE-863
6771,CWE-94
6772,CWE-269
6773,CWE-284
6774,CWE-285
6775,CWE-200
6776,CWE-79
6777,CWE-840
6778,CWE-601
6779,CWE-79
6780,CWE-269
6781,CWE-79
6782,CWE-639
6783,CWE-119
6784,CWE-209
6785,CWE-125
6786,CWE-639
6787,CWE-121
6788,CWE-125
6789,CWE-122
6790,CWE-476
6791,CWE-352
6792,CWE-639
6793,CWE-601
6794,NVD-CWE-noinfo
6795,CWE-209
6796,CWE-321
6797,CWE-22
6798,CWE-93
6799,CWE-787
6800,CWE-79
6801,CWE-823
6802,CWE-639
6803,NVD-CWE-noinfo
6804,NVD-CWE-Other
6805,CWE-79
6806,CWE-639
6807,CWE-601
6808,CWE-400
6809,CWE-476
6810,CWE-601
6811,CWE-79
6812,CWE-79
6813,CWE-835
6814,CWE-476
6815,CWE-787
6816,CWE-122
6817,CWE-125
6818,CWE-79
6819,NVD-CWE-noinfo
6820,CWE-200
6821,CWE-79
6822,CWE-922
6823,CWE-863
6824,CWE-863
6825,CWE-823
6826,CWE-863
6827,CWE-668
6828,CWE-79
6829,NVD-CWE-Other
6830,CWE-79
6831,CWE-79
6832,CWE-89
6833,CWE-287
6834,CWE-863
6835,CWE-668
6836,CWE-79
6837,CWE-77
6838,CWE-918
6839,CWE-918
6840,CWE-918
6841,CWE-79
6842,CWE-79
6843,CWE-640
6844,CWE-94
6845,CWE-79
6846,CWE-863
6847,CWE-79
6848,CWE-284
6849,CWE-285
6850,CWE-79
6851,CWE-79
6852,CWE-79
6853,CWE-611
6854,CWE-78
6855,CWE-94
6856,CWE-78
6857,CWE-416
6858,CWE-706
6859,CWE-285
6860,CWE-601
6861,CWE-601
6862,CWE-79
6863,CWE-79
6864,CWE-922
6865,CWE-476
6866,CWE-79
6867,CWE-79
6868,CWE-94
6869,CWE-94
6870,CWE-863
6871,CWE-79
6872,CWE-79
6873,CWE-434
6874,CWE-190
6875,CWE-434
6876,CWE-79
6877,CWE-79
6878,CWE-79
6879,CWE-79
6880,CWE-863
6881,CWE-116
6882,CWE-79
6883,CWE-79
6884,CWE-79
6885,CWE-918
6886,CWE-79
6887,CWE-79
6888,CWE-79
6889,CWE-122
6890,CWE-94
6891,CWE-79
6892,CWE-79
6893,CWE-79
6894,CWE-79
6895,CWE-79
6896,CWE-79
6897,CWE-79
6898,CWE-79
6899,CWE-79
6900,CWE-190
6901,CWE-79
6902,CWE-79
6903,CWE-79
6904,CWE-79
6905,CWE-79
6906,CWE-79
6907,CWE-190
6908,CWE-79
6909,CWE-79
6910,CWE-918
6911,CWE-613
6912,CWE-22
6913,CWE-79
6914,CWE-79
6915,CWE-416
6916,CWE-502
6917,CWE-434
6918,CWE-434
6919,NVD-CWE-noinfo
6920,CWE-190
6921,CWE-922
6922,CWE-434
6923,CWE-125
6924,CWE-20
6925,CWE-787
6926,CWE-89
6927,CWE-416
6928,CWE-416
6929,CWE-416
6930,NVD-CWE-noinfo
6931,CWE-122
6932,CWE-79
6933,CWE-476
6934,CWE-79
6935,CWE-843
6936,CWE-863
6937,CWE-918
6938,CWE-476
6939,CWE-125
6940,CWE-416
6941,CWE-918
6942,CWE-89
6943,CWE-835
6944,CWE-79
6945,CWE-601
6946,CWE-79
6947,CWE-916
6948,CWE-521
6949,CWE-129
6950,CWE-805
6951,CWE-787
6952,CWE-20
6953,CWE-122
6954,CWE-787
6955,CWE-125
6956,CWE-476
6957,CWE-416
6958,CWE-918
6959,CWE-787
6960,NVD-CWE-noinfo
6961,CWE-79
6962,CWE-79
6963,CWE-1321
6964,CWE-125
6965,CWE-125
6966,CWE-269
6967,CWE-79
6968,CWE-89
6969,CWE-476
6970,CWE-79
6971,CWE-434
6972,CWE-79
6973,CWE-79
6974,CWE-79
6975,NVD-CWE-noinfo
6976,CWE-863
6977,CWE-918
6978,CWE-79
6979,CWE-122
6980,CWE-476
6981,CWE-787
6982,CWE-434
6983,CWE-823
6984,CWE-125
6985,CWE-79
6986,CWE-79
6987,CWE-787
6988,CWE-79
6989,CWE-78
6990,CWE-119
6991,CWE-416
6992,CWE-79
6993,CWE-125
6994,CWE-125
6995,CWE-89
6996,CWE-79
6997,CWE-79
6998,CWE-74
6999,CWE-863
7000,CWE-79
7001,CWE-79
7002,CWE-89
7003,CWE-125
7004,CWE-125
7005,CWE-367
7006,NVD-CWE-Other
7007,CWE-1236
7008,CWE-863
7009,CWE-79
7010,CWE-79
7011,CWE-79
7012,CWE-125
7013,CWE-125
7014,CWE-918
7015,CWE-416
7016,CWE-122
7017,CWE-476
7018,CWE-787
7019,CWE-126
7020,CWE-863
7021,CWE-787
7022,CWE-200
7023,CWE-476
7024,CWE-287
7025,CWE-79
7026,CWE-191
7027,CWE-400
7028,CWE-863
7029,CWE-400
7030,CWE-918
7031,CWE-918
7032,CWE-787
7033,CWE-522
7034,CWE-126
7035,CWE-22
7036,CWE-918
7037,CWE-918
7038,CWE-20
7039,CWE-190
7040,CWE-79
7041,CWE-787
7042,CWE-416
7043,CWE-120
7044,CWE-434
7045,CWE-190
7046,CWE-918
7047,CWE-126
7048,CWE-269
7049,CWE-674
7050,CWE-601
7051,CWE-521
7052,CWE-79
7053,CWE-918
7054,CWE-787
7055,CWE-416
7056,CWE-416
7057,CWE-1021
7058,CWE-79
7059,NVD-CWE-Other
7060,CWE-824
7061,CWE-732
7062,CWE-79
7063,CWE-78
7064,CWE-918
7065,CWE-79
7066,NVD-CWE-noinfo
7067,CWE-384
7068,CWE-22
7069,CWE-125
7070,CWE-476
7071,CWE-89
7072,CWE-122
7073,CWE-200
7074,CWE-787
7075,CWE-416
7076,CWE-125
7077,CWE-125
7078,CWE-125
7079,CWE-79
7080,CWE-190
7081,CWE-126
7082,CWE-79
7083,CWE-662
7084,CWE-416
7085,CWE-122
7086,NVD-CWE-Other
7087,CWE-416
7088,CWE-78
7089,CWE-125
7090,CWE-79
7091,CWE-22
7092,CWE-22
7093,CWE-639
7094,CWE-79
7095,CWE-787
7096,CWE-94
7097,CWE-79
7098,CWE-79
7099,CWE-269
7100,CWE-79
7101,CWE-1236
7102,CWE-79
7103,CWE-79
7104,CWE-79
7105,NVD-CWE-Other
7106,CWE-416
7107,CWE-79
7108,CWE-787
7109,CWE-79
7110,CWE-79
7111,CWE-89
7112,CWE-94
7113,CWE-521
7114,CWE-94
7115,CWE-400
7116,CWE-835
7117,NVD-CWE-noinfo
7118,CWE-1321
7119,CWE-1321
7120,CWE-400
7121,CWE-22
7122,NVD-CWE-noinfo
7123,CWE-126
7124,CWE-122
7125,CWE-125
7126,CWE-434
7127,CWE-787
7128,CWE-79
7129,CWE-400
7130,CWE-416
7131,CWE-200
7132,CWE-20
7133,CWE-502
7134,CWE-79
7135,CWE-79
7136,CWE-79
7137,CWE-601
7138,CWE-613
7139,CWE-295
7140,CWE-670
7141,CWE-295
7142,CWE-89
7143,CWE-755
7144,CWE-20
7145,CWE-427
7146,CWE-77
7147,CWE-78
7148,CWE-791
7149,CWE-400
7150,CWE-200
7151,CWE-22
7152,CWE-754
7153,CWE-200
7154,CWE-200
7155,NVD-CWE-Other
7156,NVD-CWE-Other
7157,CWE-22
7158,CWE-200
7159,CWE-863
7160,CWE-191
7161,CWE-94
7162,CWE-20
7163,CWE-918
7164,CWE-250
7165,CWE-279
7166,CWE-400
7167,CWE-863
7168,CWE-863
7169,CWE-400
7170,CWE-79
7171,CWE-125
7172,CWE-200
7173,CWE-79
7174,CWE-120
7175,CWE-79
7176,CWE-89
7177,CWE-125
7178,CWE-125
7179,CWE-665
7180,CWE-369
7181,CWE-125
7182,CWE-190
7183,CWE-125
7184,CWE-190
7185,CWE-125
7186,CWE-843
7187,CWE-770
7188,CWE-190
7189,CWE-843
7190,CWE-369
7191,CWE-476
7192,CWE-754
7193,CWE-190
7194,CWE-476
7195,CWE-79
7196,CWE-787
7197,CWE-369
7198,CWE-126
7199,CWE-79
7200,CWE-122
7201,CWE-125
7202,CWE-125
7203,CWE-122
7204,CWE-476
7205,CWE-787
7206,CWE-862
7207,CWE-862
7208,CWE-79
7209,CWE-521
7210,CWE-862
7211,CWE-79
7212,CWE-79
7213,CWE-79
7214,CWE-79
7215,CWE-1321
7216,CWE-918
7217,CWE-79
7218,CWE-79
7219,CWE-476
7220,CWE-601
7221,CWE-125
7222,CWE-122
7223,CWE-476
7224,CWE-79
7225,CWE-122
7226,CWE-798
7227,CWE-190
7228,CWE-79
7229,CWE-125
7230,CWE-125
7231,CWE-787
7232,CWE-416
7233,CWE-79
7234,CWE-79
7235,CWE-125
7236,CWE-121
7237,CWE-79
7238,CWE-79
7239,CWE-79
7240,CWE-613
7241,CWE-79
7242,CWE-639
7243,CWE-74
7244,CWE-79
7245,CWE-682
7246,CWE-200
7247,NVD-CWE-noinfo
7248,CWE-74
7249,CWE-918
7250,CWE-79
7251,CWE-79
7252,CWE-79
7253,CWE-79
7254,CWE-601
7255,CWE-116
7256,CWE-918
7257,CWE-22
7258,CWE-476
7259,CWE-287
7260,CWE-416
7261,CWE-307
7262,CWE-287
7263,CWE-416
7264,CWE-918
7265,CWE-79
7266,CWE-122
7267,CWE-122
7268,CWE-416
7269,CWE-79
7270,CWE-369
7271,CWE-190
7272,CWE-190
7273,CWE-125
7274,CWE-787
7275,CWE-787
7276,CWE-190
7277,CWE-617
7278,CWE-617
7279,CWE-787
7280,CWE-190
7281,CWE-190
7282,CWE-476
7283,CWE-617
7284,CWE-617
7285,CWE-754
7286,CWE-908
7287,CWE-125
7288,CWE-787
7289,CWE-190
7290,CWE-190
7291,CWE-476
7292,CWE-401
7293,CWE-617
7294,CWE-400
7295,CWE-617
7296,CWE-617
7297,CWE-617
7298,CWE-416
7299,CWE-401
7300,CWE-617
7301,CWE-190
7302,CWE-617
7303,CWE-476
7304,CWE-754
7305,CWE-400
7306,CWE-125
7307,CWE-754
7308,CWE-476
7309,CWE-835
7310,CWE-416
7311,CWE-79
7312,CWE-79
7313,CWE-352
7314,CWE-287
7315,CWE-79
7316,NVD-CWE-noinfo
7317,CWE-212
7318,CWE-674
7319,CWE-416
7320,CWE-22
7321,CWE-78
7322,CWE-22
7323,CWE-191
7324,CWE-74
7325,CWE-863
7326,CWE-862
7327,CWE-601
7328,CWE-640
7329,CWE-22
7330,CWE-862
7331,CWE-79
7332,CWE-20
7333,CWE-20
7334,CWE-755
7335,CWE-20
7336,CWE-863
7337,CWE-682
7338,CWE-829
7339,NVD-CWE-noinfo
7340,CWE-200
7341,CWE-79
7342,CWE-79
7343,CWE-611
7344,CWE-835
7345,CWE-125
7346,CWE-79
7347,CWE-295
7348,CWE-79
7349,CWE-798
7350,CWE-367
7351,CWE-287
7352,CWE-367
7353,CWE-287
7354,CWE-79
7355,CWE-840
7356,CWE-94
7357,CWE-770
7358,CWE-89
7359,CWE-77
7360,CWE-79
7361,CWE-73
7362,CWE-88
7363,CWE-77
7364,CWE-416
7365,CWE-78
7366,CWE-22
7367,CWE-1321
7368,CWE-74
7369,CWE-276
7370,NVD-CWE-noinfo
7371,CWE-400
7372,CWE-94
7373,CWE-77
7374,CWE-909
7375,CWE-416
7376,CWE-190
7377,CWE-79
7378,CWE-89
7379,CWE-79
7380,CWE-79
7381,CWE-94
7382,CWE-400
7383,CWE-79
7384,CWE-601
7385,CWE-78
7386,CWE-79
7387,CWE-20
7388,CWE-79
7389,CWE-324
7390,CWE-613
7391,CWE-94
7392,CWE-200
7393,CWE-287
7394,CWE-601
7395,CWE-918
7396,CWE-79
7397,CWE-200
7398,CWE-287
7399,NVD-CWE-noinfo
7400,CWE-362
7401,CWE-89
7402,NVD-CWE-noinfo
7403,CWE-120
7404,CWE-532
7405,CWE-444
7406,CWE-200
7407,CWE-835
7408,CWE-120
7409,CWE-121
7410,CWE-444
7411,CWE-269
7412,CWE-732
7413,CWE-1236
7414,CWE-347
7415,CWE-347
7416,CWE-347
7417,CWE-20
7418,CWE-22
7419,CWE-617
7420,CWE-863
7421,CWE-94
7422,CWE-384
7423,CWE-200
7424,CWE-22
7425,CWE-27
7426,CWE-125
7427,CWE-787
7428,CWE-697
7429,CWE-119
7430,CWE-416
7431,CWE-835
7432,CWE-120
7433,CWE-601
7434,CWE-122
7435,CWE-190
7436,CWE-78
7437,CWE-200
7438,CWE-212
7439,CWE-79
7440,CWE-362
7441,CWE-444
7442,CWE-1321
7443,CWE-78
7444,CWE-276
7445,CWE-79
7446,CWE-287
7447,CWE-288
7448,CWE-89
7449,CWE-94
7450,CWE-20
7451,NVD-CWE-noinfo
7452,CWE-378
7453,CWE-379
7454,CWE-668
7455,CWE-20
7456,CWE-94
7457,CWE-306
7458,CWE-22
7459,CWE-74
7460,CWE-79
7461,CWE-77
7462,CWE-400
7463,CWE-22
7464,CWE-863
7465,CWE-269
7466,CWE-190
7467,CWE-79
7468,CWE-918
7469,CWE-287
7470,CWE-20
7471,CWE-755
7472,CWE-863
7473,CWE-522
7474,CWE-79
7475,CWE-79
7476,CWE-918
7477,CWE-732
7478,CWE-532
7479,CWE-79
7480,CWE-754
7481,CWE-20
7482,CWE-347
7483,CWE-862
7484,CWE-668
7485,CWE-611
7486,CWE-79
7487,CWE-610
7488,CWE-120
7489,CWE-203
7490,NVD-CWE-Other
7491,CWE-79
7492,CWE-120
7493,CWE-362
7494,CWE-79
7495,CWE-362
7496,CWE-20
7497,CWE-763
7498,CWE-401
7499,CWE-287
7500,CWE-22
7501,CWE-787
7502,CWE-787
7503,CWE-193
7504,CWE-416
7505,CWE-79
7506,CWE-122
7507,CWE-79
7508,CWE-770
7509,CWE-476
7510,CWE-552
7511,CWE-22
7512,CWE-552
7513,CWE-79
7514,CWE-79
7515,CWE-668
7516,NVD-CWE-noinfo
7517,NVD-CWE-noinfo
7518,CWE-79
7519,CWE-1321
7520,CWE-1321
7521,CWE-22
7522,CWE-269
7523,CWE-668
7524,CWE-476
7525,CWE-78
7526,CWE-287
7527,CWE-1321
7528,CWE-122
7529,CWE-94
7530,CWE-770
7531,CWE-122
7532,CWE-125
7533,CWE-20
7534,CWE-918
7535,CWE-835
7536,CWE-79
7537,NVD-CWE-Other
7538,CWE-77
7539,CWE-77
7540,CWE-476
7541,CWE-79
